transaction UUID,Driver UUID,Trip UUID,Description,vs reporting,Paid to you,Paid to you : Your earnings,Paid to you : Trip balance : Payouts : Cash collected,Paid to you : Your earnings : Fare,Paid to you : Your earnings : Taxes,Paid to you:Your earnings:Fare:Fare,Paid to you:Trip balance:Refunds:Toll,Paid to you:Your earnings:Tip,Paid to you:Your earnings:Taxes:Income tax withholding,Paid to you:Your earnings:Fare:Booking fee,Paid to you:Your earnings:Fare:UberX Priority,Paid to you:Your earnings:Fare:Max Fare Adjustment,Paid to you:Your earnings:Fare:Wait Time at Pick-up,Paid to you:Your earnings:Fare:Package Fare,Paid to you:Your earnings:Fare:Additional time charges,Paid to you:Your earnings:Fare:Adjustment,Paid to you:Your earnings:Fare:Surge,Paid to you:Your earnings:Fare:Cancellation,Paid to you:Your earnings:Fare:Additional cancellation fee for extended wait time,Paid to you:Your earnings:Fare:Reservation Fee
7ca02873-8237-3372-9068-ae221f8dd643,54bad470-c12e-45c5-8910-9559f03ea34b,127943fa-a9ce-4899-b2db-b6d93813064d,trip fare adjust order,2024-08-02 23:54:18.841 +0530 IST,-6.5,-6.5,0,0,0,0,0,0,-6.5,0,0,0,0,0,0,0,0,0,0,0
79d46430-67d0-3fb1-b5e0-47ad84e5d918,ecd990ea-f209-4d3b-aa30-2774860ed903,ba2acfca-4818-4f84-a832-1c2ce981e63e,trip completed order,2024-08-03 01:06:08.329 +0530 IST,540.35,450.35,0,450.35,0,450.35,90,0,0,0,0,0,0,0,0,0,0,0,0,0
021193ef-b549-33ba-b083-ade1fac58bef,ecd990ea-f209-4d3b-aa30-2774860ed903,ba2acfca-4818-4f84-a832-1c2ce981e63e,trip fare adjust order,2024-08-03 01:06:10.242 +0530 IST,-5.4,-5.4,0,0,0,0,0,0,-5.4,0,0,0,0,0,0,0,0,0,0,0
69051049-2c24-3018-a005-8189f230ea41,54bad470-c12e-45c5-8910-9559f03ea34b,58cf1f9d-acb3-4346-a041-3719a8309706,trip completed order,2024-08-03 01:44:10.12 +0530 IST,-62,381.99,-489,381.99,0,381.99,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
f4048dbc-b903-3a23-80cc-ec7b2849d60d,54bad470-c12e-45c5-8910-9559f03ea34b,58cf1f9d-acb3-4346-a041-3719a8309706,trip fare adjust order,2024-08-03 01:44:11.833 +0530 IST,-4.27,-4.27,0,0,0,0,0,0,-4.27,0,0,0,0,0,0,0,0,0,0,0
b970308e-0b92-39b8-af40-577bb9a3251f,ecd990ea-f209-4d3b-aa30-2774860ed903,64465d0e-e611-4120-9882-8e679a79b898,trip completed order,2024-08-03 02:02:41.875 +0530 IST,77.31,439.3,-407,439.3,0,439.3,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
f93376fe-7abe-317b-a6bc-7a42ba9e1f2a,ecd990ea-f209-4d3b-aa30-2774860ed903,64465d0e-e611-4120-9882-8e679a79b898,trip fare adjust order,2024-08-03 02:02:43.643 +0530 IST,-4.84,-4.84,0,0,0,0,0,0,-4.84,0,0,0,0,0,0,0,0,0,0,0
8a2c98df-0200-3f93-8a26-d0207fe44cc4,100b888d-c025-49b3-814d-eb21f147c87c,1b6ee7c9-6c98-4758-9999-feba7bceee1a,trip completed order,2024-08-03 11:55:06.217 +0530 IST,-52.86,146.14,-199,146.14,0,146.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbdee36e-a743-37be-8806-2844808a1bec,100b888d-c025-49b3-814d-eb21f147c87c,1b6ee7c9-6c98-4758-9999-feba7bceee1a,trip fare adjust order,2024-08-03 11:55:07.919 +0530 IST,-1.46,-1.46,0,0,0,0,0,0,-1.46,0,0,0,0,0,0,0,0,0,0,0
cbf1a445-40cf-3a73-9997-ba824d117a76,100b888d-c025-49b3-814d-eb21f147c87c,016110c9-474a-447a-aba3-a0c273b98caa,trip completed order,2024-08-03 12:51:37.538 +0530 IST,343.8,298.81,0,298.81,0,298.81,44.99,0,0,0,0,0,0,0,0,0,0,0,0,0
d6441d98-7d1a-3377-9f5d-e1166817e097,100b888d-c025-49b3-814d-eb21f147c87c,016110c9-474a-447a-aba3-a0c273b98caa,trip fare adjust order,2024-08-03 12:51:39.774 +0530 IST,-3.44,-3.44,0,0,0,0,0,0,-3.44,0,0,0,0,0,0,0,0,0,0,0
edd42797-5b21-3bd9-8ea7-642eb405979b,54bad470-c12e-45c5-8910-9559f03ea34b,8d24f35a-b339-46b0-9ff9-0af4952b4ed1,trip completed order,2024-08-03 12:59:52.782 +0530 IST,274.63,274.63,0,274.63,0,274.02,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0
1c1a9b68-3acb-370b-9616-f77d1773ad82,54bad470-c12e-45c5-8910-9559f03ea34b,8d24f35a-b339-46b0-9ff9-0af4952b4ed1,trip fare adjust order,2024-08-03 12:59:54.67 +0530 IST,-2.75,-2.75,0,0,0,0,0,0,-2.75,0,0,0,0,0,0,0,0,0,0,0
d9fdfcd4-3b8e-3cf6-b63f-d1c4a0f00bc0,100b888d-c025-49b3-814d-eb21f147c87c,3e45cefa-80f9-43d8-92d5-ea3f6a2c7c36,trip completed order,2024-08-03 13:32:23.249 +0530 IST,-57.49,146.51,-304,146.51,0,146.51,100,0,0,0,0,0,0,0,0,0,0,0,0,0
a0be6be4-4bd9-3237-b509-a64d527571f9,100b888d-c025-49b3-814d-eb21f147c87c,3e45cefa-80f9-43d8-92d5-ea3f6a2c7c36,trip fare adjust order,2024-08-03 13:32:24.946 +0530 IST,-2.47,-2.47,0,0,0,0,0,0,-2.47,0,0,0,0,0,0,0,0,0,0,0
c63774c1-ee53-3b77-b48d-001ae27fd7c9,ecd990ea-f209-4d3b-aa30-2774860ed903,5406e4de-b490-48f9-9a5e-877d0b31279b,trip completed order,2024-08-03 15:50:15.26 +0530 IST,606.21,406.21,0,406.21,0,406.21,200,0,0,0,0,0,0,0,0,0,0,0,0,0
ff260803-92fa-3a08-b3f9-47398c2f42f8,ecd990ea-f209-4d3b-aa30-2774860ed903,5406e4de-b490-48f9-9a5e-877d0b31279b,trip fare adjust order,2024-08-03 15:50:17.165 +0530 IST,-6.06,-6.06,0,0,0,0,0,0,-6.06,0,0,0,0,0,0,0,0,0,0,0
484ca2fc-1182-3957-9243-1e62e92257bf,54bad470-c12e-45c5-8910-9559f03ea34b,354780b1-257c-46ff-aac6-03acf36eff36,trip completed order,2024-08-03 16:29:11.039 +0530 IST,64.07,485.06,-466,485.06,0,485.06,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
fc5441f1-ca72-3349-a1fb-c19f1d8a548e,54bad470-c12e-45c5-8910-9559f03ea34b,354780b1-257c-46ff-aac6-03acf36eff36,trip fare adjust order,2024-08-03 16:29:12.708 +0530 IST,-5.3,-5.3,0,0,0,0,0,0,-5.3,0,0,0,0,0,0,0,0,0,0,0
fa2b8a09-6371-3be7-ae98-2b4f831aa40b,ecd990ea-f209-4d3b-aa30-2774860ed903,2692a156-ad3f-4a03-9723-989c20b0eecd,trip completed order,2024-08-03 17:26:21.946 +0530 IST,-54.28,338.71,-438,338.71,0,338.71,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
b0501509-9dfa-3f72-8761-61b22da7f02c,ecd990ea-f209-4d3b-aa30-2774860ed903,2692a156-ad3f-4a03-9723-989c20b0eecd,trip fare adjust order,2024-08-03 17:26:23.68 +0530 IST,-3.84,-3.84,0,0,0,0,0,0,-3.84,0,0,0,0,0,0,0,0,0,0,0
33af4220-5ab4-3321-8ecc-1f2e130e90f2,ecd990ea-f209-4d3b-aa30-2774860ed903,231e9209-a47d-4e1a-b955-1c86265a9b4d,trip completed order,2024-08-03 17:34:52.888 +0530 IST,23.74,23.74,0,23.74,0,0,0,0,0,0,0,0,0,0,0,0,0,23.74,0,0
685d1826-52b4-31a3-987b-71bb794725db,ecd990ea-f209-4d3b-aa30-2774860ed903,231e9209-a47d-4e1a-b955-1c86265a9b4d,trip fare adjust order,2024-08-03 17:34:54.682 +0530 IST,-0.24,-0.24,0,0,0,0,0,0,-0.24,0,0,0,0,0,0,0,0,0,0,0
b34a905f-5ae0-3611-b7ae-c08979c389a3,ecd990ea-f209-4d3b-aa30-2774860ed903,8695977f-fb27-4fce-a560-2983c3945d9d,trip completed order,2024-08-03 18:04:50.998 +0530 IST,-64.77,170.23,-235,170.23,0,170.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b71b30f4-5225-3021-8407-0c4ad624f267,ecd990ea-f209-4d3b-aa30-2774860ed903,8695977f-fb27-4fce-a560-2983c3945d9d,trip fare adjust order,2024-08-03 18:04:52.749 +0530 IST,-1.7,-1.7,0,0,0,0,0,0,-1.7,0,0,0,0,0,0,0,0,0,0,0
a31836e2-024c-3c2c-a6a8-0ec30369eb39,ecd990ea-f209-4d3b-aa30-2774860ed903,61d34190-e229-4cc5-a8c7-f92b9a70042a,trip completed order,2024-08-03 20:22:14.673 +0530 IST,15.08,661.08,-646,661.08,0,661.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53f7960a-cde2-3df0-8b10-1dfc3fda0486,ecd990ea-f209-4d3b-aa30-2774860ed903,61d34190-e229-4cc5-a8c7-f92b9a70042a,trip fare adjust order,2024-08-03 20:22:16.334 +0530 IST,-6.61,-6.61,0,0,0,0,0,0,-6.61,0,0,0,0,0,0,0,0,0,0,0
33d2745c-9fa1-3868-8046-c3acd4b915a4,54bad470-c12e-45c5-8910-9559f03ea34b,0da89619-fca6-46f3-9ebd-142015d8aefd,trip completed order,2024-08-03 20:32:40.47 +0530 IST,893.99,848.98,0,848.98,0,848.98,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
d56062a9-886c-3b09-9aa8-59ca32ba254a,54bad470-c12e-45c5-8910-9559f03ea34b,0da89619-fca6-46f3-9ebd-142015d8aefd,trip fare adjust order,2024-08-03 20:32:42.397 +0530 IST,-8.94,-8.94,0,0,0,0,0,0,-8.94,0,0,0,0,0,0,0,0,0,0,0
d4fe197d-c99b-3164-bf40-eafbb3c0425b,ecd990ea-f209-4d3b-aa30-2774860ed903,19ff3485-e1eb-46ad-ae07-d66f8d92b5f1,trip completed order,2024-08-03 20:57:20.251 +0530 IST,-38.14,142.86,-181,142.86,0,133.34,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0
10680348-e4e0-3c86-a77e-cb6282b3adfc,ecd990ea-f209-4d3b-aa30-2774860ed903,19ff3485-e1eb-46ad-ae07-d66f8d92b5f1,trip fare adjust order,2024-08-03 20:57:22.383 +0530 IST,-1.43,-1.43,0,0,0,0,0,0,-1.43,0,0,0,0,0,0,0,0,0,0,0
958ea71f-88de-343a-bb7c-d64a0e25f32c,ecd990ea-f209-4d3b-aa30-2774860ed903,dd688ca6-8cf5-4237-8359-a45d26225777,trip completed order,2024-08-03 21:51:45.092 +0530 IST,255.61,210.6,0,210.6,0,210.6,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
6d5c48df-4d9d-395d-8d95-5896490ff7ce,ecd990ea-f209-4d3b-aa30-2774860ed903,dd688ca6-8cf5-4237-8359-a45d26225777,trip fare adjust order,2024-08-03 21:51:46.901 +0530 IST,-2.56,-2.56,0,0,0,0,0,0,-2.56,0,0,0,0,0,0,0,0,0,0,0
b52a0bef-b107-3d64-ae01-8a39a25fe08a,100b888d-c025-49b3-814d-eb21f147c87c,1b45574e-9d47-4945-bcdb-9357339c0b95,trip completed order,2024-08-03 23:30:40.189 +0530 IST,-319.99,2220.01,-2740,2220.01,0,0,200,0,0,0,0,0,0,1986.66,233.35,0,0,0,0,0
77f33293-9b08-3003-9af6-5e475f90c563,100b888d-c025-49b3-814d-eb21f147c87c,1b45574e-9d47-4945-bcdb-9357339c0b95,trip fare adjust order,2024-08-03 23:30:41.852 +0530 IST,-24.2,-24.2,0,0,0,0,0,0,-24.2,0,0,0,0,0,0,0,0,0,0,0
861e645f-2c43-38a0-8a8b-78b2f1e16ca8,100b888d-c025-49b3-814d-eb21f147c87c,4529359f-3e35-489e-94a7-c80b4f208e8b,trip completed order,2024-08-04 00:02:18.867 +0530 IST,125.37,125.37,0,125.37,0,125.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8cf9acc-67d4-31f9-9d0b-f9e04b830ab1,100b888d-c025-49b3-814d-eb21f147c87c,4529359f-3e35-489e-94a7-c80b4f208e8b,trip fare adjust order,2024-08-04 00:02:20.731 +0530 IST,-1.25,-1.25,0,0,0,0,0,0,-1.25,0,0,0,0,0,0,0,0,0,0,0
79a90333-77ab-33dc-bc24-ee9ba5690f6e,ecd990ea-f209-4d3b-aa30-2774860ed903,86b0e57c-5ce2-469f-84a5-ec09a4c39daf,trip completed order,2024-08-04 00:17:09.705 +0530 IST,205.28,205.28,0,205.28,0,205.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f369573-7868-3452-a110-8f106900bff0,ecd990ea-f209-4d3b-aa30-2774860ed903,86b0e57c-5ce2-469f-84a5-ec09a4c39daf,trip fare adjust order,2024-08-04 00:17:11.553 +0530 IST,-2.05,-2.05,0,0,0,0,0,0,-2.05,0,0,0,0,0,0,0,0,0,0,0
7af943da-3999-3216-941b-f1b74133e6e2,100b888d-c025-49b3-814d-eb21f147c87c,8ee7a83e-e1e6-4e51-9415-e9870baec827,trip completed order,2024-08-04 00:24:43.228 +0530 IST,121.7,121.7,0,121.7,0,118.41,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0
b6dc5d13-8882-34db-bde8-dd043f8d943f,100b888d-c025-49b3-814d-eb21f147c87c,8ee7a83e-e1e6-4e51-9415-e9870baec827,trip fare adjust order,2024-08-04 00:24:45.158 +0530 IST,-1.22,-1.22,0,0,0,0,0,0,-1.22,0,0,0,0,0,0,0,0,0,0,0
a36f2840-39cc-389f-a489-c6a3b9335929,54bad470-c12e-45c5-8910-9559f03ea34b,6bc3f8dc-8d74-4f5e-9a55-c4b53edd11d6,trip completed order,2024-08-04 00:57:29.42 +0530 IST,243.11,243.11,0,243.11,0,243.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e9b611ff-2a05-37d5-a81b-d778e07a0ed6,54bad470-c12e-45c5-8910-9559f03ea34b,6bc3f8dc-8d74-4f5e-9a55-c4b53edd11d6,trip fare adjust order,2024-08-04 00:57:31.194 +0530 IST,-2.43,-2.43,0,0,0,0,0,0,-2.43,0,0,0,0,0,0,0,0,0,0,0
3630e915-ef99-3284-ada3-7c254849ef44,ecd990ea-f209-4d3b-aa30-2774860ed903,87540367-51cb-49f3-8f59-55e2a41b1cb8,trip completed order,2024-08-04 01:02:06.225 +0530 IST,165.21,165.21,0,165.21,0,152.52,0,0,0,0,0,0,12.69,0,0,0,0,0,0,0
eef8fb87-c064-3fa1-8270-991059cfa03b,ecd990ea-f209-4d3b-aa30-2774860ed903,87540367-51cb-49f3-8f59-55e2a41b1cb8,trip fare adjust order,2024-08-04 01:02:08.005 +0530 IST,-1.65,-1.65,0,0,0,0,0,0,-1.65,0,0,0,0,0,0,0,0,0,0,0
e4217977-5e41-3ed7-a9c0-8d58ae9fcdae,100b888d-c025-49b3-814d-eb21f147c87c,0a51bfe8-c0b0-402a-af59-110b697ead3f,trip completed order,2024-08-04 02:02:49.156 +0530 IST,-41.76,95.24,-137,95.24,0,95.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6bce470b-979a-3389-9317-d5055db084a2,100b888d-c025-49b3-814d-eb21f147c87c,0a51bfe8-c0b0-402a-af59-110b697ead3f,trip fare adjust order,2024-08-04 02:02:50.79 +0530 IST,-0.95,-0.95,0,0,0,0,0,0,-0.95,0,0,0,0,0,0,0,0,0,0,0
c876ef0e-d69a-33f4-a707-ed56f0f9e2f0,ecd990ea-f209-4d3b-aa30-2774860ed903,a78a04f6-bf31-461d-93b8-b3f8f4861fe9,trip completed order,2024-08-04 02:05:31.502 +0530 IST,-54.5,151.5,-206,151.5,0,151.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3383b6ad-ce7e-3b39-b611-9f70f59df130,ecd990ea-f209-4d3b-aa30-2774860ed903,a78a04f6-bf31-461d-93b8-b3f8f4861fe9,trip fare adjust order,2024-08-04 02:05:33.286 +0530 IST,-1.52,-1.52,0,0,0,0,0,0,-1.52,0,0,0,0,0,0,0,0,0,0,0
dfa3b1bd-1d1a-39b4-8525-8ce343b7aa5f,ecd990ea-f209-4d3b-aa30-2774860ed903,2d9c2efe-d28b-471b-8af2-4268ea0cbc88,trip completed order,2024-08-04 02:48:13.488 +0530 IST,-65.38,208.63,-319,208.63,0,207.39,44.99,0,0,0,0,0,1.24,0,0,0,0,0,0,0
838417f0-666c-33f3-a562-3f87583aac92,ecd990ea-f209-4d3b-aa30-2774860ed903,2d9c2efe-d28b-471b-8af2-4268ea0cbc88,trip fare adjust order,2024-08-04 02:48:15.168 +0530 IST,-2.54,-2.54,0,0,0,0,0,0,-2.54,0,0,0,0,0,0,0,0,0,0,0
062cf57a-530d-3a69-ae3a-f9ec42a6f60e,ecd990ea-f209-4d3b-aa30-2774860ed903,4d31f199-aeeb-418a-8e0a-4f9f778362bb,trip completed order,2024-08-04 03:41:23.048 +0530 IST,-27.32,119.68,-147,119.68,0,119.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f7768344-8e6e-348c-b20e-edb84f3d2d0b,ecd990ea-f209-4d3b-aa30-2774860ed903,4d31f199-aeeb-418a-8e0a-4f9f778362bb,trip fare adjust order,2024-08-04 03:41:24.904 +0530 IST,-1.2,-1.2,0,0,0,0,0,0,-1.2,0,0,0,0,0,0,0,0,0,0,0
2355057c-4d77-378a-a90d-b9a3833f345b,ecd990ea-f209-4d3b-aa30-2774860ed903,37052e10-fa70-4f1e-a9b3-17c0ec90ff4a,trip completed order,2024-08-04 04:02:13.228 +0530 IST,-21.61,103.39,-125,103.39,0,95.24,0,0,0,0,0,0,8.15,0,0,0,0,0,0,0
3761ff73-ca03-33f6-9333-df9fd6ed2965,ecd990ea-f209-4d3b-aa30-2774860ed903,37052e10-fa70-4f1e-a9b3-17c0ec90ff4a,trip fare adjust order,2024-08-04 04:02:15.081 +0530 IST,-1.03,-1.03,0,0,0,0,0,0,-1.03,0,0,0,0,0,0,0,0,0,0,0
196a945c-5bc4-39a3-8ea8-246c310e3e99,47234e95-0d39-458e-bd76-616a05603baf,22f7a8b5-478f-498e-a3d0-d6e08b751306,trip completed order,2024-08-04 11:46:33.857 +0530 IST,150.08,150.08,0,150.08,0,150.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ab366f1-4a8a-33a3-b51c-905f747d089c,47234e95-0d39-458e-bd76-616a05603baf,22f7a8b5-478f-498e-a3d0-d6e08b751306,trip fare adjust order,2024-08-04 11:46:35.541 +0530 IST,-1.5,-1.5,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,0,0,0,0,0
057f10f2-5aa4-3ddd-add9-7c6b5f41ab3f,47234e95-0d39-458e-bd76-616a05603baf,f9ed083a-511d-4516-ae54-0214c16a483b,trip completed order,2024-08-04 12:55:04.245 +0530 IST,363.3,318.29,0,318.29,0,318.29,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
fdee1538-0a0f-30d2-ad15-cd5a49716082,47234e95-0d39-458e-bd76-616a05603baf,f9ed083a-511d-4516-ae54-0214c16a483b,trip fare adjust order,2024-08-04 12:55:06.273 +0530 IST,-3.63,-3.63,0,0,0,0,0,0,-3.63,0,0,0,0,0,0,0,0,0,0,0
e73a6115-dfc7-3918-9666-36bd82e5fb22,47234e95-0d39-458e-bd76-616a05603baf,edd2a7b5-2052-429e-a007-0f365992284c,trip completed order,2024-08-04 14:37:32.403 +0530 IST,-78.44,272.56,-451,272.56,0,272.56,100,0,0,0,0,0,0,0,0,0,0,0,0,0
5338fb0c-dffb-37a7-8bea-748d0eed346d,47234e95-0d39-458e-bd76-616a05603baf,edd2a7b5-2052-429e-a007-0f365992284c,trip fare adjust order,2024-08-04 14:37:34.06 +0530 IST,-3.73,-3.73,0,0,0,0,0,0,-3.73,0,0,0,0,0,0,0,0,0,0,0
f8be8d8d-df4f-3525-b0db-7ec6ef7068d6,ecd990ea-f209-4d3b-aa30-2774860ed903,d6e2c4e2-4940-4b1e-984f-a2999e1d5092,trip completed order,2024-08-04 15:15:07.773 +0530 IST,-112.79,345.21,-658,345.21,0,345.21,200,0,0,0,0,0,0,0,0,0,0,0,0,0
3e5a4fda-f918-3b4b-9c55-abb686de2cca,ecd990ea-f209-4d3b-aa30-2774860ed903,d6e2c4e2-4940-4b1e-984f-a2999e1d5092,trip fare adjust order,2024-08-04 15:15:09.258 +0530 IST,-5.45,-5.45,0,0,0,0,0,0,-5.45,0,0,0,0,0,0,0,0,0,0,0
5fc5eb0e-7a79-34dd-87b9-add8accf26a1,ecd990ea-f209-4d3b-aa30-2774860ed903,f83bd96d-9195-42af-9dcb-abef813e5f4e,trip completed order,2024-08-04 16:05:44.644 +0530 IST,212.86,212.86,0,212.86,0,212.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb5c1980-01db-3352-aeb7-687f488d8490,ecd990ea-f209-4d3b-aa30-2774860ed903,f83bd96d-9195-42af-9dcb-abef813e5f4e,trip fare adjust order,2024-08-04 16:05:46.505 +0530 IST,-2.13,-2.13,0,0,0,0,0,0,-2.13,0,0,0,0,0,0,0,0,0,0,0
d7fdc8d4-5cb1-3afa-a738-ce9543cd7800,100b888d-c025-49b3-814d-eb21f147c87c,d3342920-86d7-4a83-80cc-65876644d860,trip completed order,2024-08-04 16:22:40.026 +0530 IST,-52.28,143.72,-196,143.72,0,143.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd0d3b24-e685-30bd-b4e0-03af38c08740,100b888d-c025-49b3-814d-eb21f147c87c,d3342920-86d7-4a83-80cc-65876644d860,trip fare adjust order,2024-08-04 16:22:41.828 +0530 IST,-1.44,-1.44,0,0,0,0,0,0,-1.44,0,0,0,0,0,0,0,0,0,0,0
c18f3250-70ac-3f24-9489-47a4c6153af4,100b888d-c025-49b3-814d-eb21f147c87c,24fa5033-07b3-4dd2-86cd-77090d74bd35,trip completed order,2024-08-04 16:58:48.483 +0530 IST,317.81,272.8,0,272.8,0,272.8,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
f8deb9ba-97ab-332f-93f3-1e4b3ab022fd,100b888d-c025-49b3-814d-eb21f147c87c,24fa5033-07b3-4dd2-86cd-77090d74bd35,trip fare adjust order,2024-08-04 16:58:50.538 +0530 IST,-3.18,-3.18,0,0,0,0,0,0,-3.18,0,0,0,0,0,0,0,0,0,0,0
30ca7667-2cd4-37ab-bcf1-ed4361f9b41d,54bad470-c12e-45c5-8910-9559f03ea34b,53e57674-f21e-42e5-aa2d-acf2581f8dd1,trip completed order,2024-08-04 17:16:15.014 +0530 IST,-176.73,563.27,-940,563.27,0,563.27,200,0,0,0,0,0,0,0,0,0,0,0,0,0
89e3c29c-d0e9-3156-9a03-2ced79df21f3,54bad470-c12e-45c5-8910-9559f03ea34b,53e57674-f21e-42e5-aa2d-acf2581f8dd1,trip fare adjust order,2024-08-04 17:16:16.711 +0530 IST,-7.63,-7.63,0,0,0,0,0,0,-7.63,0,0,0,0,0,0,0,0,0,0,0
2068efae-6c01-386f-bedc-759be66ef33f,100b888d-c025-49b3-814d-eb21f147c87c,e82bbe30-8071-4e94-83b8-2909cb7912b1,trip completed order,2024-08-04 17:45:22.948 +0530 IST,251.71,251.71,0,251.71,0,218.37,0,0,0,0,33.34,0,0,0,0,0,0,0,0,0
13a0c147-91e7-3ad2-9dd6-8fd0d802ea9d,100b888d-c025-49b3-814d-eb21f147c87c,e82bbe30-8071-4e94-83b8-2909cb7912b1,trip fare adjust order,2024-08-04 17:45:24.673 +0530 IST,-2.52,-2.52,0,0,0,0,0,0,-2.52,0,0,0,0,0,0,0,0,0,0,0
9051a111-a2da-3a32-a26c-ce615fcb72cc,ecd990ea-f209-4d3b-aa30-2774860ed903,13bf7469-234a-42d2-ab7e-dd6ec677b41a,trip completed order,2024-08-04 17:51:39.135 +0530 IST,251.38,206.37,0,206.37,0,206.37,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
23363bc8-abce-3e39-8320-2819b9c54891,ecd990ea-f209-4d3b-aa30-2774860ed903,13bf7469-234a-42d2-ab7e-dd6ec677b41a,trip fare adjust order,2024-08-04 17:51:40.915 +0530 IST,-2.51,-2.51,0,0,0,0,0,0,-2.51,0,0,0,0,0,0,0,0,0,0,0
261be305-fba6-31d9-9358-040eb01c8743,100b888d-c025-49b3-814d-eb21f147c87c,c8561fa7-4156-495f-8eac-4fc497399fbc,trip completed order,2024-08-04 18:17:31.351 +0530 IST,76,76,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,60.39,15.61,0
19cc762a-4022-3ff8-9a3b-f941086898ab,100b888d-c025-49b3-814d-eb21f147c87c,c8561fa7-4156-495f-8eac-4fc497399fbc,trip fare adjust order,2024-08-04 18:17:33.097 +0530 IST,-0.76,-0.76,0,0,0,0,0,0,-0.76,0,0,0,0,0,0,0,0,0,0,0
c2214dc9-32d2-34b4-9acc-5c53dd4cb7ec,ecd990ea-f209-4d3b-aa30-2774860ed903,c62c7271-bbc4-4aed-8a31-340770b23737,trip completed order,2024-08-04 19:07:56.356 +0530 IST,-143.79,477.2,-666,477.2,0,477.2,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
ca8c732b-0c90-39b8-ac04-5acd417a5888,ecd990ea-f209-4d3b-aa30-2774860ed903,c62c7271-bbc4-4aed-8a31-340770b23737,trip fare adjust order,2024-08-04 19:07:58.11 +0530 IST,-5.22,-5.22,0,0,0,0,0,0,-5.22,0,0,0,0,0,0,0,0,0,0,0
7dd43af3-68db-3f5e-b3bc-5a021bb05fb6,100b888d-c025-49b3-814d-eb21f147c87c,f7b77114-a623-4651-bd4f-08ec6714a2d7,trip completed order,2024-08-04 19:57:27.082 +0530 IST,-143.15,473.84,-662,473.84,0,473.84,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
7ac10680-9336-3af6-b03f-de561feb8baf,100b888d-c025-49b3-814d-eb21f147c87c,f7b77114-a623-4651-bd4f-08ec6714a2d7,trip fare adjust order,2024-08-04 19:57:28.715 +0530 IST,-5.19,-5.19,0,0,0,0,0,0,-5.19,0,0,0,0,0,0,0,0,0,0,0
9aaa8209-ee56-33a3-a0b8-b8207aa16d7f,54bad470-c12e-45c5-8910-9559f03ea34b,8dd277af-18cc-43c4-8212-48275aa227fa,trip completed order,2024-08-04 20:03:11.849 +0530 IST,781.81,736.8,0,736.8,0,736.8,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
6b4e0275-e224-36b6-aef9-a3a272aeb009,54bad470-c12e-45c5-8910-9559f03ea34b,8dd277af-18cc-43c4-8212-48275aa227fa,trip fare adjust order,2024-08-04 20:03:14.169 +0530 IST,-7.82,-7.82,0,0,0,0,0,0,-7.82,0,0,0,0,0,0,0,0,0,0,0
7a8670d2-cb6b-36b5-b4d0-0d681fb09df5,ecd990ea-f209-4d3b-aa30-2774860ed903,f9e68d20-c2d2-42d5-8798-eee4f373fba7,trip completed order,2024-08-04 20:19:13.073 +0530 IST,78.89,355.89,-277,355.89,0,355.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96cf1d8c-2a0c-3838-ae49-7cc1dfe116a3,ecd990ea-f209-4d3b-aa30-2774860ed903,f9e68d20-c2d2-42d5-8798-eee4f373fba7,trip fare adjust order,2024-08-04 20:19:14.847 +0530 IST,-3.56,-3.56,0,0,0,0,0,0,-3.56,0,0,0,0,0,0,0,0,0,0,0
