Trip UUID,Driver UUID,Vehicle UUID,Number plate,Service type,Trip request time,Trip drop-off time,Trip distance,Trip status
61d34190-e229-4cc5-a8c7-f92b9a70042a,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,03/08/24 18:10,03/08/24 20:22,40.74,completed
8695977f-fb27-4fce-a560-2983c3945d9d,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,03/08/24 17:34,03/08/24 18:04,6.96,completed
231e9209-a47d-4e1a-b955-1c86265a9b4d,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,03/08/24 17:25,,0,rider_cancelled
0da89619-fca6-46f3-9ebd-142015d8aefd,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,03/08/24 16:59,03/08/24 20:32,54.72,completed
ffb289fa-0ec6-470d-82ce-944dc0898c2a,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,03/08/24 16:44,,0,rider_cancelled
16dc7eda-1b60-4b0e-b590-aab85c811bfe,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,03/08/24 16:41,,0,rider_cancelled
b0e5e453-2aa6-4c9b-b70a-09acf4a35bde,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,03/08/24 16:41,,0,rider_cancelled
2692a156-ad3f-4a03-9723-989c20b0eecd,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,03/08/24 16:29,03/08/24 17:26,23.12,completed
c78256ff-c6f6-4bd8-85a3-a9fc307711e8,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,03/08/24 16:28,,0,rider_cancelled
5406e4de-b490-48f9-9a5e-877d0b31279b,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,03/08/24 14:44,03/08/24 15:50,34.42,completed
1b45574e-9d47-4945-bcdb-9357339c0b95,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,03/08/24 13:58,03/08/24 23:30,57.83,completed
3e45cefa-80f9-43d8-92d5-ea3f6a2c7c36,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,03/08/24 12:37,03/08/24 13:32,12.58,completed
354780b1-257c-46ff-aac6-03acf36eff36,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,03/08/24 12:14,03/08/24 16:28,31.65,completed
016110c9-474a-447a-aba3-a0c273b98caa,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,03/08/24 11:43,03/08/24 12:51,25.27,completed
8d24f35a-b339-46b0-9ff9-0af4952b4ed1,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,03/08/24 11:35,03/08/24 12:59,28.87,completed
1b6ee7c9-6c98-4758-9999-feba7bceee1a,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,03/08/24 11:25,03/08/24 11:54,10.57,completed
903a816b-f4fb-4a82-af04-d9bb1aee61d9,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,03/08/24 1:41,,0,rider_cancelled
64465d0e-e611-4120-9882-8e679a79b898,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,03/08/24 1:08,03/08/24 2:02,32.41,completed
58cf1f9d-acb3-4346-a041-3719a8309706,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,03/08/24 0:25,03/08/24 1:43,37.54,completed
ba2acfca-4818-4f84-a832-1c2ce981e63e,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,02/08/24 23:27,03/08/24 1:05,36.22,completed
b73b1afa-a35a-4bb7-842d-0df9c614b016,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 23:05,02/08/24 23:36,14.25,completed
8488f30c-603c-49e8-875d-25c990b1e71d,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 22:14,02/08/24 22:36,6.26,completed
a4245ec7-5656-43ab-aaba-8163a62cd26b,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,02/08/24 21:06,02/08/24 22:58,12.24,completed
127943fa-a9ce-4899-b2db-b6d93813064d,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,02/08/24 21:00,02/08/24 23:54,35.07,completed
41f63baf-e759-447f-a2fa-d7b3b84db22a,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,02/08/24 19:54,02/08/24 21:09,13.22,completed
f899cf1d-a4ee-43e5-be86-dcf6154a52d5,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,02/08/24 19:44,,0,rider_cancelled
195e4902-7f53-4bf2-b240-8ba9c572d3b9,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 19:42,,0,rider_cancelled
4b81795d-0ccf-48d7-aa2f-fe98b3874962,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 19:41,02/08/24 21:21,32.07,completed
cc60f9e3-fff8-45b9-b268-13fe0a3ac837,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 19:34,,0,rider_cancelled
c84f9703-9c38-4f4c-a223-d92c95f2c52d,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,02/08/24 19:08,,0,rider_cancelled
138990f5-9a92-44ef-9e80-da0cb0083d37,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 18:22,02/08/24 19:55,12.59,completed
50476d05-348b-45b8-ad2a-f3cef60fdb83,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,02/08/24 18:21,02/08/24 20:06,17.32,completed
969a0adf-80f5-424f-9b3a-51b1c941c375,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 17:45,02/08/24 18:27,8.77,completed
aefb10d9-fd80-4293-8922-13462c480893,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,02/08/24 17:41,02/08/24 19:20,13.25,completed
75396591-5b44-47e8-b4ac-f542f61ce41e,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 17:33,02/08/24 17:41,1.68,completed
0abcfdde-d2a4-495a-ba5a-9015f8714ccf,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 16:31,02/08/24 17:30,8.5,completed
530a443a-894c-4809-8284-bcad0bbba0ef,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,02/08/24 16:30,02/08/24 17:15,8.98,completed
5feba88b-9e0d-4e93-b13d-2b0fbf2ea89a,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,02/08/24 15:42,02/08/24 17:59,56.69,completed
d31b1c54-e646-4d3b-9a08-96c227c1f56c,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 15:33,02/08/24 16:22,6.72,completed
42cfb549-aa2c-4f7e-bb47-30b7e8868a3b,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,02/08/24 15:09,02/08/24 16:18,19.36,completed
2ecc1874-1a2c-46be-bf84-a3b010664d32,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 14:55,02/08/24 15:39,7.04,completed
8a5f27c0-c418-42b5-8055-29bec43f74ca,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 14:37,,0,rider_cancelled
1ae45865-2d4e-411b-a85c-5bf29c420b8e,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 14:29,,0,rider_cancelled
002d454e-2705-4c26-92d0-7c04630e729e,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,02/08/24 14:07,02/08/24 15:11,26.6,completed
ccf9fcbb-5466-4203-aa21-2431fe159660,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,02/08/24 13:35,02/08/24 13:50,2.76,completed
1903c6b8-845a-4a76-bd36-6b150e34771e,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 13:23,02/08/24 14:37,43.05,completed
c7cd0858-caac-4278-a820-21480098bf49,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 1:30,02/08/24 2:00,11.64,completed
34e70711-2456-4fdd-9306-3e601644656b,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 0:45,02/08/24 1:23,20.48,completed
6a4cdb36-a3be-4e44-b54a-8ac782884591,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,02/08/24 0:29,,0,rider_cancelled
2888913b-8677-4d54-b760-c1371adc0de4,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,01/08/24 23:34,02/08/24 0:03,5.46,completed
db2f2bb4-4935-48fc-be73-7e1189551812,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,01/08/24 23:24,02/08/24 0:56,44.46,completed
e7b3a319-56bc-41ee-97cc-6072c01fc6bd,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,01/08/24 22:55,01/08/24 23:54,10.58,completed
8eb734e3-7ee7-4492-afc5-eed8331af5c0,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,01/08/24 22:49,01/08/24 23:33,15.59,completed
96622da8-92d3-44ff-8b50-ab2ed60913b8,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,01/08/24 21:21,01/08/24 22:53,22.92,completed
be0ab5f1-fee8-4430-9b90-6af67514184a,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,01/08/24 20:58,01/08/24 23:03,35.26,completed
17b6e067-549b-49b2-a2e9-3c31bc39a087,47234e95-0d39-458e-bd76-616a05603baf,9ac79062-81bb-4e32-a526-bc096dd42f25,MH46CL5034,personal_transport,01/08/24 20:41,,0,driver_cancelled
cea2aaa1-dcff-448b-a60c-cf58c926bc13,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,01/08/24 19:39,01/08/24 21:00,16.66,completed
50ef940d-89e4-46d8-b798-54032312141d,47234e95-0d39-458e-bd76-616a05603baf,9ac79062-81bb-4e32-a526-bc096dd42f25,MH46CL5034,personal_transport,01/08/24 19:27,01/08/24 20:18,13.94,completed
63acb61f-2381-4112-8728-33b1f6f2e369,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,01/08/24 19:25,01/08/24 20:47,24.1,completed
5088117e-53fa-4348-b2df-8f90e710ad9a,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,01/08/24 19:23,01/08/24 21:02,25.64,completed
4ebe5591-7c49-44f3-a0e0-ebd1e3c97b53,ecd990ea-f209-4d3b-aa30-2774860ed903,a3efa7ff-d842-41d1-93f1-db3c2a7155d7,MH46CL5035,personal_transport,01/08/24 18:23,01/08/24 19:26,19.87,completed
bf9eb518-c2c5-4df7-87e0-073d95df8633,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,01/08/24 18:07,01/08/24 19:21,13.58,completed
47b93ae0-1eca-4cdf-a46b-93ee12abb32e,54bad470-c12e-45c5-8910-9559f03ea34b,280c3c39-976f-4438-bf45-0bdb14278302,MH46CL4292,personal_transport,01/08/24 17:59,01/08/24 18:51,27.62,completed
5c457a2f-0b11-4679-973f-018b9840b747,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,01/08/24 17:17,01/08/24 17:57,18.63,completed
bcb79755-2266-4145-8261-6ad63c78a73c,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,01/08/24 16:27,01/08/24 17:13,10.74,completed
ae599d9a-53ae-4ceb-a9fe-9d057c7e63c8,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,01/08/24 16:17,01/08/24 16:45,11.95,completed
31d425de-d5c0-47f9-910f-591fd667dcda,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,01/08/24 15:57,01/08/24 16:16,6.46,completed
18b4109a-7c54-493a-a34d-f4bd9d90c903,100b888d-c025-49b3-814d-eb21f147c87c,8702d75f-7996-4e9d-98c9-3604d41d0c0d,MH46CL4291,personal_transport,01/08/24 15:22,01/08/24 15:57,14.07,completed
